,res1,res2,cont1,cont2,s:e,position1,position2,sorted,result,s1,s2,season,episode,prediction,pt_preds,binary_pred,pred_correct,r1,r2
1172,6.0,3.0,Tammie Brown,Bebe Zahara Benet,1:2,ELIM,SAFE,"[['Bebe Zahara Benet', 'Tammie Brown'], '1:2']",0,0,1,1.0,2.0,0.5315609076931452,1.7097848555731914e-17,1,0,"trueskill.Rating(mu=21.712, sigma=3.131)","trueskill.Rating(mu=21.323, sigma=3.069)"
1191,6.0,3.0,Tammie Brown,Jade,1:2,ELIM,SAFE,"[['Jade', 'Tammie Brown'], '1:2']",0,0,1,1.0,2.0,0.44866240509805466,0.0020638598454631348,0,1,"trueskill.Rating(mu=20.512, sigma=2.936)","trueskill.Rating(mu=21.117, sigma=2.993)"
1193,5.0,3.0,Akashia,Bebe Zahara Benet,1:2,BTM2,SAFE,"[['Akashia', 'Bebe Zahara Benet'], '1:2']",0,0,1,1.0,2.0,0.0061074889649874705,1.1263403275053947e-16,0,1,"trueskill.Rating(mu=11.308, sigma=2.751)","trueskill.Rating(mu=22.476, sigma=2.885)"
1414,6.0,5.0,Tammie Brown,Akashia,1:2,ELIM,BTM2,"[['Akashia', 'Tammie Brown'], '1:2']",0,0,1,1.0,2.0,0.9736407078203454,0.37525258024916114,1,0,"trueskill.Rating(mu=19.546, sigma=2.778)","trueskill.Rating(mu=11.152, sigma=2.703)"
1415,7.0,5.0,"Victoria ""Porkchop"" Parker",Akashia,1:2,,BTM2,"[['Akashia', 'Victoria ""Porkchop"" Parker'], '1:2']",0,0,1,1.0,2.0,0.07687348107093885,0.004790470537870476,0,1,"trueskill.Rating(mu=6.794, sigma=2.942)","trueskill.Rating(mu=12.983, sigma=2.533)"
1600,7.0,6.0,"Victoria ""Porkchop"" Parker",Tammie Brown,1:2,,ELIM,"[['Tammie Brown', 'Victoria ""Porkchop"" Parker'], '1:2']",0,0,1,1.0,2.0,0.004264838946489019,0.01036460705411162,0,1,"trueskill.Rating(mu=6.328, sigma=2.829)","trueskill.Rating(mu=17.612, sigma=2.593)"
1222,3.0,1.0,Jade,Ongina,1:2.0,SAFE,WIN,"[['Jade', 'Ongina'], '1:2.0']",0,0,1,1.0,2.0,0.0003177557079846966,8.556800394332569e-05,0,1,"trueskill.Rating(mu=22.120, sigma=2.825)","trueskill.Rating(mu=37.512, sigma=2.874)"
1231,5.0,1.0,Akashia,Ongina,1:2.0,BTM2,WIN,"[['Akashia', 'Ongina'], '1:2.0']",0,0,1,1.0,2.0,4.242688750667975e-09,1.1007590639542534e-09,0,1,"trueskill.Rating(mu=13.328, sigma=2.462)","trueskill.Rating(mu=37.570, sigma=2.851)"
1247,7.0,1.0,"Victoria ""Porkchop"" Parker",Ongina,1:2.0,,WIN,"[['Ongina', 'Victoria ""Porkchop"" Parker'], '1:2.0']",0,0,1,1.0,2.0,8.573367257322666e-13,9.352443797939857e-14,0,1,"trueskill.Rating(mu=6.170, sigma=2.778)","trueskill.Rating(mu=37.572, sigma=2.851)"
1268,6.0,1.0,Tammie Brown,Ongina,1:2.0,ELIM,WIN,"[['Ongina', 'Tammie Brown'], '1:2.0']",0,0,1,1.0,2.0,1.8034963589960414e-06,2.1790031882967914e-10,0,1,"trueskill.Rating(mu=17.745, sigma=2.554)","trueskill.Rating(mu=37.572, sigma=2.853)"
1566,2.0,1.0,Shannel,Ongina,1:2.0,HIGH,WIN,"[['Ongina', 'Shannel'], '1:2.0']",0,0,1,1.0,2.0,0.02206592668975919,0.3122634594906454,0,1,"trueskill.Rating(mu=28.287, sigma=2.993)","trueskill.Rating(mu=37.583, sigma=2.847)"
1568,2.0,1.0,Nina Flowers,Ongina,1:2.0,HIGH,WIN,"[['Nina Flowers', 'Ongina'], '1:2.0']",0,0,1,1.0,2.0,0.5243189702526652,0.9992609686893951,1,0,"trueskill.Rating(mu=38.132, sigma=3.363)","trueskill.Rating(mu=37.835, sigma=2.777)"
1583,2.0,1.0,Rebecca Glasscock,Ongina,1:2.0,HIGH,WIN,"[['Ongina', 'Rebecca Glasscock'], '1:2.0']",0,0,1,1.0,2.0,1.917357365501406e-06,0.7137604696759778,0,1,"trueskill.Rating(mu=20.587, sigma=2.328)","trueskill.Rating(mu=38.772, sigma=2.642)"
1603,3.0,1.0,Bebe Zahara Benet,Ongina,1:2.0,SAFE,WIN,"[['Bebe Zahara Benet', 'Ongina'], '1:2.0']",0,0,1,1.0,2.0,9.438981116725893e-05,0.9930430947249236,0,1,"trueskill.Rating(mu=22.648, sigma=2.830)","trueskill.Rating(mu=38.788, sigma=2.636)"
3882,3.0,2.0,Bebe Zahara Benet,Nina Flowers,1:2.0,SAFE,HIGH,"[['Bebe Zahara Benet', 'Nina Flowers'], '1:2.0']",0,0,1,1.0,2.0,0.0012849349358369693,0.2032517836300831,0,1,"trueskill.Rating(mu=22.606, sigma=2.812)","trueskill.Rating(mu=36.758, sigma=3.119)"
3887,3.0,2.0,Bebe Zahara Benet,Rebecca Glasscock,1:2.0,SAFE,HIGH,"[['Bebe Zahara Benet', 'Rebecca Glasscock'], '1:2.0']",0,0,1,1.0,2.0,0.684883524745806,0.9787762327210947,1,0,"trueskill.Rating(mu=22.525, sigma=2.783)","trueskill.Rating(mu=20.575, sigma=2.324)"
3888,3.0,2.0,Bebe Zahara Benet,Shannel,1:2.0,SAFE,HIGH,"[['Bebe Zahara Benet', 'Shannel'], '1:2.0']",0,0,1,1.0,2.0,0.06367719938410087,0.9989197371701801,0,1,"trueskill.Rating(mu=21.336, sigma=2.618)","trueskill.Rating(mu=28.009, sigma=2.912)"
4138,5.0,2.0,Akashia,Nina Flowers,1:2.0,BTM2,HIGH,"[['Akashia', 'Nina Flowers'], '1:2.0']",0,0,1,1.0,2.0,4.527665758275872e-08,1.881095594473431e-18,0,1,"trueskill.Rating(mu=13.327, sigma=2.463)","trueskill.Rating(mu=36.857, sigma=3.079)"
4140,5.0,2.0,Akashia,Shannel,1:2.0,BTM2,HIGH,"[['Akashia', 'Shannel'], '1:2.0']",0,0,1,1.0,2.0,0.00014798242599702697,4.838315662734469e-09,0,1,"trueskill.Rating(mu=13.325, sigma=2.463)","trueskill.Rating(mu=28.431, sigma=2.808)"
4150,6.0,2.0,Tammie Brown,Nina Flowers,1:2.0,ELIM,HIGH,"[['Nina Flowers', 'Tammie Brown'], '1:2.0']",0,0,1,1.0,2.0,9.219835434816756e-06,2.829971935921629e-19,0,1,"trueskill.Rating(mu=17.736, sigma=2.551)","trueskill.Rating(mu=36.861, sigma=3.078)"
4151,6.0,2.0,Tammie Brown,Rebecca Glasscock,1:2.0,ELIM,HIGH,"[['Rebecca Glasscock', 'Tammie Brown'], '1:2.0']",0,0,1,1.0,2.0,0.1652405330334674,1.6466322500375884e-12,0,1,"trueskill.Rating(mu=17.723, sigma=2.546)","trueskill.Rating(mu=21.404, sigma=2.230)"
4153,6.0,2.0,Tammie Brown,Shannel,1:2.0,ELIM,HIGH,"[['Shannel', 'Tammie Brown'], '1:2.0']",0,0,1,1.0,2.0,0.0032510449564117044,9.63844177699073e-10,0,1,"trueskill.Rating(mu=17.203, sigma=2.450)","trueskill.Rating(mu=28.486, sigma=2.785)"
4162,3.0,2.0,Jade,Nina Flowers,1:2.0,SAFE,HIGH,"[['Jade', 'Nina Flowers'], '1:2.0']",0,0,1,1.0,2.0,0.0007132545065712653,5.072949678369226e-12,0,1,"trueskill.Rating(mu=22.065, sigma=2.803)","trueskill.Rating(mu=36.880, sigma=3.068)"
4171,3.0,2.0,Jade,Rebecca Glasscock,1:2.0,SAFE,HIGH,"[['Jade', 'Rebecca Glasscock'], '1:2.0']",0,0,1,1.0,2.0,0.5198222799338963,3.398319979706949e-06,1,0,"trueskill.Rating(mu=21.998, sigma=2.778)","trueskill.Rating(mu=21.803, sigma=2.167)"
4173,3.0,2.0,Jade,Shannel,1:2.0,SAFE,HIGH,"[['Jade', 'Shannel'], '1:2.0']",0,0,1,1.0,2.0,0.03578541242662604,0.00031128486902035356,0,1,"trueskill.Rating(mu=21.001, sigma=2.624)","trueskill.Rating(mu=28.637, sigma=2.736)"
4175,5.0,2.0,Akashia,Rebecca Glasscock,1:2.0,BTM2,HIGH,"[['Akashia', 'Rebecca Glasscock'], '1:2.0']",0,0,1,1.0,2.0,0.005627550294267278,9.585004894635203e-12,0,1,"trueskill.Rating(mu=13.283, sigma=2.449)","trueskill.Rating(mu=22.410, sigma=2.095)"
4179,7.0,2.0,"Victoria ""Porkchop"" Parker",Shannel,1:2.0,,HIGH,"[['Shannel', 'Victoria ""Porkchop"" Parker'], '1:2.0']",0,0,1,1.0,2.0,5.818351689715407e-08,3.7096314562651406e-13,0,1,"trueskill.Rating(mu=6.170, sigma=2.779)","trueskill.Rating(mu=28.951, sigma=2.658)"
4182,7.0,2.0,"Victoria ""Porkchop"" Parker",Nina Flowers,1:2.0,,HIGH,"[['Nina Flowers', 'Victoria ""Porkchop"" Parker'], '1:2.0']",0,0,1,1.0,2.0,1.0758632303262653e-11,2.4458060070400128e-21,0,1,"trueskill.Rating(mu=6.167, sigma=2.778)","trueskill.Rating(mu=36.959, sigma=3.035)"
4192,7.0,2.0,"Victoria ""Porkchop"" Parker",Rebecca Glasscock,1:2.0,,HIGH,"[['Rebecca Glasscock', 'Victoria ""Porkchop"" Parker'], '1:2.0']",0,0,1,1.0,2.0,1.1240924831958343e-05,1.3822845720306552e-15,0,1,"trueskill.Rating(mu=6.167, sigma=2.779)","trueskill.Rating(mu=22.544, sigma=2.066)"
5352,5.0,3.0,Akashia,Jade,1:2.0,BTM2,SAFE,"[['Akashia', 'Jade'], '1:2.0']",0,0,1,1.0,2.0,0.026056756610701285,0.005219633476085904,0,1,"trueskill.Rating(mu=13.100, sigma=2.401)","trueskill.Rating(mu=20.712, sigma=2.555)"
5355,6.0,3.0,Tammie Brown,Bebe Zahara Benet,1:2.0,ELIM,SAFE,"[['Bebe Zahara Benet', 'Tammie Brown'], '1:2.0']",0,0,1,1.0,2.0,0.15949355035372142,1.7097848555731914e-17,0,1,"trueskill.Rating(mu=17.086, sigma=2.418)","trueskill.Rating(mu=20.996, sigma=2.544)"
5356,6.0,3.0,Tammie Brown,Jade,1:2.0,ELIM,SAFE,"[['Jade', 'Tammie Brown'], '1:2.0']",0,0,1,1.0,2.0,0.12729050982797852,0.0020638598454631348,0,1,"trueskill.Rating(mu=16.635, sigma=2.339)","trueskill.Rating(mu=20.986, sigma=2.490)"
5361,7.0,3.0,"Victoria ""Porkchop"" Parker",Bebe Zahara Benet,1:2.0,,SAFE,"[['Bebe Zahara Benet', 'Victoria ""Porkchop"" Parker'], '1:2.0']",0,0,1,1.0,2.0,9.969339660872799e-05,8.512293498416931e-20,0,1,"trueskill.Rating(mu=6.133, sigma=2.765)","trueskill.Rating(mu=21.495, sigma=2.452)"
5364,5.0,3.0,Akashia,Bebe Zahara Benet,1:2.0,BTM2,SAFE,"[['Akashia', 'Bebe Zahara Benet'], '1:2.0']",0,0,1,1.0,2.0,0.010934230490025346,1.1263403275053947e-16,0,1,"trueskill.Rating(mu=12.858, sigma=2.347)","trueskill.Rating(mu=21.534, sigma=2.438)"
5380,7.0,3.0,"Victoria ""Porkchop"" Parker",Jade,1:2.0,,SAFE,"[['Jade', 'Victoria ""Porkchop"" Parker'], '1:2.0']",0,0,1,1.0,2.0,8.371754044474789e-05,1.1587391636403655e-06,0,1,"trueskill.Rating(mu=6.084, sigma=2.745)","trueskill.Rating(mu=21.436, sigma=2.405)"
7684,6.0,5.0,Tammie Brown,Akashia,1:2.0,ELIM,BTM2,"[['Akashia', 'Tammie Brown'], '1:2.0']",0,0,1,1.0,2.0,0.8380245973547851,0.37525258024916114,1,0,"trueskill.Rating(mu=16.238, sigma=2.269)","trueskill.Rating(mu=12.672, sigma=2.303)"
7699,7.0,5.0,"Victoria ""Porkchop"" Parker",Akashia,1:2.0,,BTM2,"[['Akashia', 'Victoria ""Porkchop"" Parker'], '1:2.0']",0,0,1,1.0,2.0,0.025727223290907132,0.004790470537870476,0,1,"trueskill.Rating(mu=6.036, sigma=2.726)","trueskill.Rating(mu=13.656, sigma=2.201)"
9429,7.0,6.0,"Victoria ""Porkchop"" Parker",Tammie Brown,1:2.0,,ELIM,"[['Tammie Brown', 'Victoria ""Porkchop"" Parker'], '1:2.0']",0,0,1,1.0,2.0,0.006216136308468935,0.01036460705411162,0,1,"trueskill.Rating(mu=5.726, sigma=2.646)","trueskill.Rating(mu=15.282, sigma=2.171)"
281,5.0,1.0,Shannel,Bebe Zahara Benet,1:3,BTM2,WIN,"[['Bebe Zahara Benet', 'Shannel'], '1:3']",0,0,1,1.0,3.0,0.9646595035725288,0.001080262829819894,1,0,"trueskill.Rating(mu=28.954, sigma=2.658)","trueskill.Rating(mu=21.735, sigma=2.389)"
297,6.0,1.0,Akashia,Bebe Zahara Benet,1:3,ELIM,WIN,"[['Akashia', 'Bebe Zahara Benet'], '1:3']",0,0,1,1.0,3.0,0.004153999306345742,1.1263403275053947e-16,0,1,"trueskill.Rating(mu=13.859, sigma=2.160)","trueskill.Rating(mu=23.103, sigma=2.270)"
300,7.0,1.0,Tammie Brown,Bebe Zahara Benet,1:3,,WIN,"[['Bebe Zahara Benet', 'Tammie Brown'], '1:3']",0,0,1,1.0,3.0,0.011692938403674368,1.7097848555731914e-17,0,1,"trueskill.Rating(mu=15.415, sigma=2.141)","trueskill.Rating(mu=23.255, sigma=2.233)"
301,3.0,1.0,Rebecca Glasscock,Bebe Zahara Benet,1:3,SAFE,WIN,"[['Bebe Zahara Benet', 'Rebecca Glasscock'], '1:3']",0,0,1,1.0,3.0,0.39555509234937297,0.0212237672789053,0,1,"trueskill.Rating(mu=22.562, sigma=2.062)","trueskill.Rating(mu=23.453, sigma=2.190)"
302,2.0,1.0,Ongina,Bebe Zahara Benet,1:3,HIGH,WIN,"[['Bebe Zahara Benet', 'Ongina'], '1:3']",0,0,1,1.0,3.0,0.9999585672727198,0.00695690527507645,1,0,"trueskill.Rating(mu=38.825, sigma=2.622)","trueskill.Rating(mu=24.021, sigma=2.114)"
307,7.0,1.0,"Victoria ""Porkchop"" Parker",Bebe Zahara Benet,1:3,,WIN,"[['Bebe Zahara Benet', 'Victoria ""Porkchop"" Parker'], '1:3']",0,0,1,1.0,3.0,1.7360326493943904e-08,8.512293498416931e-20,0,1,"trueskill.Rating(mu=5.529, sigma=2.590)","trueskill.Rating(mu=25.757, sigma=2.021)"
328,4.0,1.0,Jade,Bebe Zahara Benet,1:3,LOW,WIN,"[['Bebe Zahara Benet', 'Jade'], '1:3']",0,0,1,1.0,3.0,0.11019912890319813,2.35497719264726e-10,0,1,"trueskill.Rating(mu=21.472, sigma=2.393)","trueskill.Rating(mu=25.761, sigma=2.021)"
329,2.0,1.0,Nina Flowers,Bebe Zahara Benet,1:3,HIGH,WIN,"[['Bebe Zahara Benet', 'Nina Flowers'], '1:3']",0,0,1,1.0,3.0,0.9965583422922784,0.7967482163699169,1,0,"trueskill.Rating(mu=36.959, sigma=3.036)","trueskill.Rating(mu=26.063, sigma=1.975)"
416,5.0,2.0,Shannel,Ongina,1:3,BTM2,HIGH,"[['Ongina', 'Shannel'], '1:3']",0,0,1,1.0,3.0,0.011262251362942526,0.3122634594906454,0,1,"trueskill.Rating(mu=27.261, sigma=2.492)","trueskill.Rating(mu=36.157, sigma=2.440)"
445,5.0,2.0,Shannel,Nina Flowers,1:3,BTM2,HIGH,"[['Nina Flowers', 'Shannel'], '1:3']",0,0,1,1.0,3.0,0.04257498444051466,7.537375601917229e-05,0,1,"trueskill.Rating(mu=27.059, sigma=2.441)","trueskill.Rating(mu=34.166, sigma=2.772)"
483,3.0,2.0,Rebecca Glasscock,Ongina,1:3,SAFE,HIGH,"[['Ongina', 'Rebecca Glasscock'], '1:3']",0,0,1,1.0,3.0,2.0327682358086457e-05,0.7137604696759778,0,1,"trueskill.Rating(mu=22.058, sigma=1.999)","trueskill.Rating(mu=36.350, sigma=2.392)"
488,3.0,2.0,Rebecca Glasscock,Nina Flowers,1:3,SAFE,HIGH,"[['Nina Flowers', 'Rebecca Glasscock'], '1:3']",0,0,1,1.0,3.0,0.0004040549067649035,0.0025300854013595576,0,1,"trueskill.Rating(mu=22.027, sigma=1.991)","trueskill.Rating(mu=34.520, sigma=2.685)"
691,6.0,2.0,Akashia,Ongina,1:3,ELIM,HIGH,"[['Akashia', 'Ongina'], '1:3']",0,0,1,1.0,3.0,1.0213355427434626e-10,1.1007590639542534e-09,0,1,"trueskill.Rating(mu=13.721, sigma=2.128)","trueskill.Rating(mu=36.395, sigma=2.377)"
714,6.0,2.0,Akashia,Nina Flowers,1:3,ELIM,HIGH,"[['Akashia', 'Nina Flowers'], '1:3']",0,0,1,1.0,3.0,1.8497106840831734e-08,1.881095594473431e-18,0,1,"trueskill.Rating(mu=13.719, sigma=2.129)","trueskill.Rating(mu=34.618, sigma=2.650)"
741,7.0,2.0,Tammie Brown,Ongina,1:3,,HIGH,"[['Ongina', 'Tammie Brown'], '1:3']",0,0,1,1.0,3.0,1.2236504119015151e-09,2.1790031882967914e-10,0,1,"trueskill.Rating(mu=15.233, sigma=2.103)","trueskill.Rating(mu=36.396, sigma=2.378)"
744,7.0,2.0,"Victoria ""Porkchop"" Parker",Ongina,1:3,,HIGH,"[['Ongina', 'Victoria ""Porkchop"" Parker'], '1:3']",0,0,1,1.0,3.0,1.9168128069562736e-15,9.352443797939857e-14,0,1,"trueskill.Rating(mu=5.523, sigma=2.588)","trueskill.Rating(mu=36.399, sigma=2.377)"
750,7.0,2.0,"Victoria ""Porkchop"" Parker",Nina Flowers,1:3,,HIGH,"[['Nina Flowers', 'Victoria ""Porkchop"" Parker'], '1:3']",0,0,1,1.0,3.0,1.0546825282251915e-12,2.4458060070400128e-21,0,1,"trueskill.Rating(mu=5.523, sigma=2.589)","trueskill.Rating(mu=34.624, sigma=2.649)"
753,7.0,2.0,Tammie Brown,Nina Flowers,1:3,,HIGH,"[['Nina Flowers', 'Tammie Brown'], '1:3']",0,0,1,1.0,3.0,1.4258490155854106e-07,2.829971935921629e-19,0,1,"trueskill.Rating(mu=15.231, sigma=2.104)","trueskill.Rating(mu=34.624, sigma=2.650)"
785,4.0,2.0,Jade,Ongina,1:3,LOW,HIGH,"[['Jade', 'Ongina'], '1:3']",0,0,1,1.0,3.0,1.765538140902553e-05,8.556800394332569e-05,0,1,"trueskill.Rating(mu=21.049, sigma=2.315)","trueskill.Rating(mu=36.399, sigma=2.379)"
801,4.0,2.0,Jade,Nina Flowers,1:3,LOW,HIGH,"[['Jade', 'Nina Flowers'], '1:3']",0,0,1,1.0,3.0,0.00025845034548738693,5.072949678369226e-12,0,1,"trueskill.Rating(mu=21.018, sigma=2.305)","trueskill.Rating(mu=34.633, sigma=2.646)"
890,7.0,3.0,"Victoria ""Porkchop"" Parker",Rebecca Glasscock,1:3,,SAFE,"[['Rebecca Glasscock', 'Victoria ""Porkchop"" Parker'], '1:3']",0,0,1,1.0,3.0,3.0570158025372786e-06,1.3822845720306552e-15,0,1,"trueskill.Rating(mu=5.523, sigma=2.591)","trueskill.Rating(mu=21.973, sigma=1.978)"
1055,6.0,3.0,Akashia,Rebecca Glasscock,1:3,ELIM,SAFE,"[['Akashia', 'Rebecca Glasscock'], '1:3']",0,0,1,1.0,3.0,0.0054101926876759234,9.585004894635203e-12,0,1,"trueskill.Rating(mu=13.716, sigma=2.129)","trueskill.Rating(mu=21.989, sigma=1.974)"
1115,5.0,3.0,Shannel,Rebecca Glasscock,1:3,BTM2,SAFE,"[['Rebecca Glasscock', 'Shannel'], '1:3']",0,0,1,1.0,3.0,0.9122967660701263,0.13374302915792807,1,0,"trueskill.Rating(mu=26.785, sigma=2.382)","trueskill.Rating(mu=22.129, sigma=1.947)"
1128,4.0,3.0,Jade,Rebecca Glasscock,1:3,LOW,SAFE,"[['Jade', 'Rebecca Glasscock'], '1:3']",0,0,1,1.0,3.0,0.2776231026064833,3.398319979706949e-06,0,1,"trueskill.Rating(mu=20.963, sigma=2.289)","trueskill.Rating(mu=22.915, sigma=1.882)"
1168,7.0,3.0,Tammie Brown,Rebecca Glasscock,1:3,,SAFE,"[['Rebecca Glasscock', 'Tammie Brown'], '1:3']",0,0,1,1.0,3.0,0.004909738862361619,1.6466322500375884e-12,0,1,"trueskill.Rating(mu=15.225, sigma=2.103)","trueskill.Rating(mu=23.284, sigma=1.838)"
1209,7.0,4.0,Tammie Brown,Jade,1:3,,LOW,"[['Jade', 'Tammie Brown'], '1:3']",0,0,1,1.0,3.0,0.05641879825456267,0.0020638598454631348,0,1,"trueskill.Rating(mu=15.059, sigma=2.068)","trueskill.Rating(mu=20.418, sigma=2.206)"
1232,7.0,4.0,"Victoria ""Porkchop"" Parker",Jade,1:3,,LOW,"[['Jade', 'Victoria ""Porkchop"" Parker'], '1:3']",0,0,1,1.0,3.0,2.4762410885489096e-05,1.1587391636403655e-06,0,1,"trueskill.Rating(mu=5.496, sigma=2.580)","trueskill.Rating(mu=20.722, sigma=2.151)"
1237,5.0,4.0,Shannel,Jade,1:3,BTM2,LOW,"[['Jade', 'Shannel'], '1:3']",0,0,1,1.0,3.0,0.9184802809078262,0.9996887151309797,1,0,"trueskill.Rating(mu=25.609, sigma=2.261)","trueskill.Rating(mu=20.751, sigma=2.143)"
1266,6.0,4.0,Akashia,Jade,1:3,ELIM,LOW,"[['Akashia', 'Jade'], '1:3']",0,0,1,1.0,3.0,0.006423338644355575,0.005219633476085904,0,1,"trueskill.Rating(mu=13.553, sigma=2.094)","trueskill.Rating(mu=21.715, sigma=2.056)"
1416,6.0,5.0,Akashia,Shannel,1:3,ELIM,BTM2,"[['Akashia', 'Shannel'], '1:3']",0,0,1,1.0,3.0,0.00041754705509268865,4.838315662734469e-09,0,1,"trueskill.Rating(mu=13.391, sigma=2.060)","trueskill.Rating(mu=24.535, sigma=2.158)"
1417,7.0,5.0,Tammie Brown,Shannel,1:3,,BTM2,"[['Shannel', 'Tammie Brown'], '1:3']",0,0,1,1.0,3.0,0.0013985457645034277,9.63844177699073e-10,0,1,"trueskill.Rating(mu=14.791, sigma=2.022)","trueskill.Rating(mu=24.621, sigma=2.136)"
1418,7.0,5.0,"Victoria ""Porkchop"" Parker",Shannel,1:3,,BTM2,"[['Shannel', 'Victoria ""Porkchop"" Parker'], '1:3']",0,0,1,1.0,3.0,9.936827150628602e-08,3.7096314562651406e-13,0,1,"trueskill.Rating(mu=5.455, sigma=2.564)","trueskill.Rating(mu=24.738, sigma=2.108)"
1567,7.0,6.0,"Victoria ""Porkchop"" Parker",Akashia,1:3,,ELIM,"[['Akashia', 'Victoria ""Porkchop"" Parker'], '1:3']",0,0,1,1.0,3.0,0.015730539523904026,0.004790470537870476,0,1,"trueskill.Rating(mu=5.446, sigma=2.561)","trueskill.Rating(mu=13.312, sigma=2.041)"
1568,7.0,6.0,Tammie Brown,Akashia,1:3,,ELIM,"[['Akashia', 'Tammie Brown'], '1:3']",0,0,1,1.0,3.0,0.6487060531502112,0.37525258024916114,1,0,"trueskill.Rating(mu=14.687, sigma=1.999)","trueskill.Rating(mu=13.477, sigma=2.009)"
1151,2.0,1.0,Nina Flowers,Bebe Zahara Benet,1:3.0,HIGH,WIN,"[['Bebe Zahara Benet', 'Nina Flowers'], '1:3.0']",0,0,1,1.0,3.0,0.9804942553840551,0.7967482163699169,1,0,"trueskill.Rating(mu=34.705, sigma=2.620)","trueskill.Rating(mu=27.247, sigma=1.906)"
1174,5.0,1.0,Shannel,Bebe Zahara Benet,1:3.0,BTM2,WIN,"[['Bebe Zahara Benet', 'Shannel'], '1:3.0']",0,0,1,1.0,3.0,0.13687880243387845,0.001080262829819894,0,1,"trueskill.Rating(mu=24.744, sigma=2.107)","trueskill.Rating(mu=28.168, sigma=1.843)"
1190,3.0,1.0,Rebecca Glasscock,Bebe Zahara Benet,1:3.0,SAFE,WIN,"[['Bebe Zahara Benet', 'Rebecca Glasscock'], '1:3.0']",0,0,1,1.0,3.0,0.03889594465365716,0.0212237672789053,0,1,"trueskill.Rating(mu=23.411, sigma=1.815)","trueskill.Rating(mu=28.458, sigma=1.805)"
1293,7.0,1.0,Tammie Brown,Bebe Zahara Benet,1:3.0,,WIN,"[['Bebe Zahara Benet', 'Tammie Brown'], '1:3.0']",0,0,1,1.0,3.0,3.243404769748522e-07,1.7097848555731914e-17,0,1,"trueskill.Rating(mu=14.077, sigma=1.935)","trueskill.Rating(mu=28.675, sigma=1.773)"
1301,7.0,1.0,"Victoria ""Porkchop"" Parker",Bebe Zahara Benet,1:3.0,,WIN,"[['Bebe Zahara Benet', 'Victoria ""Porkchop"" Parker'], '1:3.0']",0,0,1,1.0,3.0,2.7508026046735634e-12,8.512293498416931e-20,0,1,"trueskill.Rating(mu=5.186, sigma=2.496)","trueskill.Rating(mu=28.694, sigma=1.769)"
1357,2.0,1.0,Ongina,Bebe Zahara Benet,1:3.0,HIGH,WIN,"[['Bebe Zahara Benet', 'Ongina'], '1:3.0']",0,0,1,1.0,3.0,0.9904994332653385,0.00695690527507645,1,0,"trueskill.Rating(mu=36.432, sigma=2.367)","trueskill.Rating(mu=28.695, sigma=1.771)"
1394,6.0,1.0,Akashia,Bebe Zahara Benet,1:3.0,ELIM,WIN,"[['Akashia', 'Bebe Zahara Benet'], '1:3.0']",0,0,1,1.0,3.0,5.05669439284889e-08,1.1263403275053947e-16,0,1,"trueskill.Rating(mu=14.093, sigma=1.943)","trueskill.Rating(mu=29.533, sigma=1.719)"
1409,4.0,1.0,Jade,Bebe Zahara Benet,1:3.0,LOW,WIN,"[['Bebe Zahara Benet', 'Jade'], '1:3.0']",0,0,1,1.0,3.0,0.004820596271486054,2.35497719264726e-10,0,1,"trueskill.Rating(mu=21.872, sigma=2.024)","trueskill.Rating(mu=29.547, sigma=1.717)"
4042,4.0,2.0,Jade,Nina Flowers,1:3.0,LOW,HIGH,"[['Jade', 'Nina Flowers'], '1:3.0']",0,0,1,1.0,3.0,0.0007061908936363818,5.072949678369226e-12,0,1,"trueskill.Rating(mu=21.706, sigma=1.991)","trueskill.Rating(mu=32.965, sigma=2.452)"
4045,4.0,2.0,Jade,Ongina,1:3.0,LOW,HIGH,"[['Jade', 'Ongina'], '1:3.0']",0,0,1,1.0,3.0,3.322809194396066e-05,8.556800394332569e-05,0,1,"trueskill.Rating(mu=21.633, sigma=1.974)","trueskill.Rating(mu=34.936, sigma=2.238)"
4049,6.0,2.0,Akashia,Nina Flowers,1:3.0,ELIM,HIGH,"[['Akashia', 'Nina Flowers'], '1:3.0']",0,0,1,1.0,3.0,2.026056985060463e-08,1.881095594473431e-18,0,1,"trueskill.Rating(mu=14.076, sigma=1.939)","trueskill.Rating(mu=33.076, sigma=2.419)"
4052,6.0,2.0,Akashia,Ongina,1:3.0,ELIM,HIGH,"[['Akashia', 'Ongina'], '1:3.0']",0,0,1,1.0,3.0,1.1050983171461657e-10,1.1007590639542534e-09,0,1,"trueskill.Rating(mu=14.071, sigma=1.939)","trueskill.Rating(mu=34.987, sigma=2.223)"
4054,7.0,2.0,Tammie Brown,Nina Flowers,1:3.0,,HIGH,"[['Nina Flowers', 'Tammie Brown'], '1:3.0']",0,0,1,1.0,3.0,1.7637084008818478e-08,2.829971935921629e-19,0,1,"trueskill.Rating(mu=14.053, sigma=1.929)","trueskill.Rating(mu=33.084, sigma=2.416)"
4060,7.0,2.0,Tammie Brown,Ongina,1:3.0,,HIGH,"[['Ongina', 'Tammie Brown'], '1:3.0']",0,0,1,1.0,3.0,9.554862795361178e-11,2.1790031882967914e-10,0,1,"trueskill.Rating(mu=14.048, sigma=1.928)","trueskill.Rating(mu=34.990, sigma=2.223)"
